221;48
116;157
88;116
95;145
136;204
242;51
41;62
84;117
247;13
86;162
126;191
29;208
166;248
52;118
242;66
128;168
221;115
168;179
255;70
114;166
193;205
1;37
13;71
92;140
195;22
142;244
128;231
151;168
223;229
149;157
64;91
106;137
117;164
168;190
116;145
20;93
184;227
182;44
116;156
93;131
101;150
135;138
233;62
215;211
240;3
33;76
139;143
192;247
65;138
132;114
164;45
98;164
92;140
175;179
197;0
43;177
122;17
212;1
116;119
10;21
237;21
252;77
89;202
45;97
29;31
26;228
121;167
54;110
88;218
158;182
241;31
70;145
18;163
82;198
93;153
65;175
114;165
54;113
101;146
150;171
63;109
134;159
95;135
68;115
49;126
25;73
149;186
150;214
149;179
211;46
129;152
117;189
246;128
145;209
102;143
101;42
104;158
49;111
199;218
212;220
192;47
63;122
22;172
46;126
105;152
196;29
71;106
79;112
173;83
114;152
98;140
174;13
0;65
28;107
170;195
155;190
20;90
135;191
98;116
113;163
212;234
216;22
87;136
116;155
212;233
166;227
101;151
101;147
151;181
32;115
166;215
78;125
21;50
10;71
131;143
19;92
231;43
203;248
104;149
35;74
140;237
54;72
121;197
93;159
98;142
54;89
0;210
23;83
135;194
150;19
120;127
113;113
85;132
225;8
213;18
159;234
94;127
87;127
111;191
62;104
254;18
33;111
16;37
212;239
145;9
201;47
17;60
86;131
206;43
96;142
109;116
103;157
205;65
152;25
103;120
114;165
21;184
182;250
216;11
162;247
98;144
155;167
255;12
105;152
72;185
31;48
105;111
21;117
56;125
74;73
120;152
254;115
146;105
46;58
116;122
184;243
100;184
132;153
212;244
159;191
69;52
39;106
94;87
49;127
68;89
35;58
162;231
96;139
1;247
142;144
72;89
132;206
255;15
75;133
255;255
75;127
240;105
122;148
123;202
85;130
100;181
189;21
174;212
129;164
110;131
23;29
52;72
43;124
241;67
247;112
3;72
48;111
51;86
41;206
95;147
188;205
147;242
7;185
87;137
125;147
98;140
35;68
241;127
133;34
186;4
116;170
49;215
160;180
186;216
191;9
61;30
90;119
102;145
195;26
101;146
255;191
183;44
244;32
89;181
124;209
69;189
219;223
37;67
172;206
118;221
85;158
243;27
150;183
58;88
28;100
230;1
153;154
105;226
217;79
98;115
221;166
71;128
114;178
116;162
115;204
144;189
83;141
29;39
150;197
129;217
86;121
47;81
142;194
23;102
115;67
82;143
166;114
54;187
9;19
116;136
243;61
96;175
179;181
195;217
204;33
188;182
124;161
33;20
125;156
108;157
252;14
186;2
127;184
193;53
78;214
117;175
8;167
38;46
202;205
182;204
18;81
99;66
57;100
108;171
87;133
159;255
114;170
122;166
84;137
246;9
226;234
81;101
83;140
238;65
115;167
113;158
196;236
153;208
3;155
67;149
48;80
57;203
232;19
73;128
217;235
43;55
34;112
148;146
39;15
78;128
148;236
243;74
56;70
134;149
116;219
63;166
128;149
121;162
10;113
223;248
71;81
102;103
115;165
96;96
57;166
19;215
195;251
31;44
24;81
68;55
208;53
23;63
165;199
2;87
97;146
253;121
141;155
127;208
110;125
124;171
76;99
229;110
192;228
228;11
190;117
108;150
31;122
180;207
150;196
59;76
198;215
55;153
160;170
103;146
77;255
74;139
48;224
157;183
34;72
106;164
94;19
91;155
182;190
241;255
100;203
224;4
196;208
112;27
188;204
154;234
217;30
66;93
123;172
72;174
3;27
147;231
120;176
9;72
244;29
237;61
172;203
243;50
51;91
108;243
98;149
223;29
204;208
12;68
47;114
218;8
107;164
186;213
154;169
28;48
208;255
130;145
176;204
183;242
156;67
79;146
144;169
24;147
39;250
102;147
253;1
90;96
66;152
110;133
136;137
29;41
113;196
11;116
191;230
5;61
90;147
120;27
117;177
109;155
201;58
64;104
21;103
41;183
249;43
41;113
38;58
250;228
51;107
182;185
205;17
168;55
138;132
129;170
129;173
138;10
188;204
169;2
73;122
149;159
120;172
118;212
42;227
66;81
16;40
33;76
70;185
48;91
106;149
226;46
86;131
193;206
190;191
105;242
192;239
203;203
38;106
68;136
35;218
87;252
183;20
91;189
6;188
95;119
60;128
225;39
160;207
5;190
189;205
31;78
164;165
148;223
19;127
13;28
68;91
190;73
110;154
122;184
253;193
98;193
73;100
254;74
223;244
93;163
44;106
52;210
115;168
213;222
28;59
245;47
70;127
224;43
39;155
245;42
120;155
155;241
187;11
51;77
191;247
183;241
230;213
142;149
252;7
7;211
13;202
140;172
121;152
164;210
54;72
117;235
17;98
194;216
26;63
15;187
66;143
193;34
216;10
72;142
83;167
78;127
155;162
25;96
243;183
74;169
101;147
90;146
167;192
201;55
11;117
11;142
140;176
91;54
149;95
185;235
75;133
223;29
127;161
195;212
52;125
54;104
190;228
80;152
101;216
192;158
164;216
146;195
176;176
69;114
181;193
178;35
26;72
133;202
3;67
160;174
110;131
237;6
58;193
103;146
201;97
79;207
72;209
84;184
251;9
88;101
196;59
20;104
214;246
166;200
52;115
58;176
86;100
109;159
235;101
57;92
52;72
244;28
223;16
70;86
130;149
0;64
141;188
217;229
39;98
62;229
95;184
191;97
113;164
168;197
90;162
77;128
178;192
62;127
227;51
151;230
31;119
101;250
98;206
8;78
93;184
133;182
135;48
121;136
200;228
115;138
145;22
158;184
198;14
202;44
151;175
175;156
253;218
66;84
62;83
66;107
135;186
81;159
50;65
66;68
56;135
77;123
135;181
244;92
242;248
216;215
215;254
126;4
126;144
198;105
109;54
136;22
92;94
33;114
154;69
24;68
22;88
198;55
255;76
18;27
154;178
231;108
101;153
46;72
108;211
38;80
102;185
204;253
236;235
169;216
198;230
203;213
133;182
48;187
219;68
31;66
52;104
107;126
62;49
149;161
119;113
218;113
151;208
83;162
148;9
109;148
223;66
64;87
133;188
140;50
196;41
156;172
1;78
49;58
241;67
170;243
80;119
88;168
52;188
37;44
51;223
5;20
124;180
97;136
79;182
68;183
94;19
82;116
105;154
254;79
79;195
215;250
134;167
77;99
185;205
180;223
16;113
249;115
169;133
228;87
6;42
48;82
167;215
58;138
244;56
60;2
36;182
121;160
46;98
192;74
52;65
191;62
76;43
106;148
148;188
135;146
11;22
48;49
173;69
119;39
66;101
95;136
213;224
73;76
152;203
78;47
224;10
0;51
208;255
210;121
170;205
126;249
169;203
248;132
209;36
227;5
55;103
200;33
203;46
131;214
185;203
39;204
151;219
143;178
35;109
17;93
93;154
194;242
240;191
5;51
224;249
52;130
249;45
45;153
217;98
175;197
36;86
184;246
225;166
172;180
202;161
169;189
16;74
91;126
75;191
136;212
2;85
62;67
166;238
101;62
153;12
170;146
219;100
67;88
152;162
154;203
168;240
65;169
125;244
142;201
94;172
124;134
144;254
155;167
157;191
91;122
18;78
131;155
86;132
215;47
157;18
227;2
45;115
43;46
130;158
83;83
151;167
245;170
29;22
201;10
247;15
50;85
226;54
76;158
161;5
157;76
112;214
50;114
47;54
64;140
142;142
44;44
4;108
68;150
210;33
84;168
244;0
83;144
48;106
59;216
147;158
130;172
112;125
119;176
10;42
43;194
8;55
76;80
182;14
207;37
178;118
54;81
112;200
120;155
36;0
13;45
161;182
230;170
1;9
94;242
104;109
202;252
175;30
240;44
0;72
111;242
35;42
43;85
183;142
141;184
172;210
205;250
128;174
223;232
96;186
145;146
71;162
71;179
127;183
84;133
230;184
119;3
14;118
131;137
193;29
141;227
194;131
190;30
72;193
227;237
206;46
51;42
196;226
143;215
21;91
96;108
23;134
103;153
217;169
214;63
245;104
229;20
112;104
243;2
23;79
81;177
29;10
77;95
89;139
140;157
115;130
46;97
1;86
69;94
237;11
227;4
192;210
251;193
182;246
189;217
4;35
174;233
220;36
153;160
121;154
104;57
82;209
224;60
115;154
152;211
219;57
168;130
67;124
232;60
240;107
219;121
23;59
72;103
206;178
46;19
202;209
158;205
5;85
138;178
212;169
126;248
102;156
240;204
232;85
170;216
61;240
95;239
199;56
22;115
33;6
133;168
9;10
46;143
114;196
186;28
255;0
113;217
249;181
99;182
8;195
33;91
146;165
220;5
134;66
147;187
202;232
88;224
165;206
205;243
19;30
137;183
25;234
187;40
213;24
1;97
57;113
92;88
250;216
118;188
166;100
84;100
137;88
225;84
188;23
203;164
22;46
76;131
63;162
153;234
6;77
29;32
17;20
36;248
8;202
251;131
240;237
255;97
19;234
163;194
43;123
31;98
122;150
187;164
99;152
241;3
169;242
127;201
94;140
233;38
231;13
121;215
122;140
112;34
110;37
29;118
164;187
254;69
186;244
103;148
