t1,t2,v,s
19,177,0.14507,0.1
68,176,0.26400,0.1
103,151,0.32058,0.1
202,233,0.07213,0.1
56,229,0.15162,0.1
128,186,0.30577,0.1
177,211,0.14477,0.1
179,237,0.13829,0.1
92,251,0.23726,0.1
52,241,0.13033,0.1
155,177,0.23308,0.1
159,223,0.21197,0.1
50,134,0.30620,0.1
79,226,0.20762,0.1
155,207,0.23244,0.1
154,197,0.24366,0.1
26,190,0.11476,0.1
140,222,0.28347,0.1
46,136,0.30178,0.1
100,177,0.30046,0.1
130,136,0.29775,0.1
80,229,0.21145,0.1
2,34,0.01071,0.1
76,137,0.31585,0.1
77,135,0.31517,0.1
63,124,0.30365,0.1
83,94,0.24356,0.1
37,104,0.26991,0.1
81,217,0.21580,0.1
5,95,0.24240,0.1
52,217,0.13714,0.1
216,230,0.01382,0.1
97,156,0.31606,0.1
59,219,0.16410,0.1
15,197,0.08639,0.1
23,149,0.25859,0.1
204,252,0.06434,0.1
217,232,0.01000,0.1
140,157,0.29098,0.1
120,254,0.28787,0.1
158,236,0.22161,0.1
47,118,0.29194,0.1
178,200,0.14481,0.1
164,248,0.19563,0.1
57,143,0.30792,0.1
178,179,0.14474,0.1
34,100,0.26024,0.1
39,231,0.02571,0.1
82,187,0.26681,0.1
155,155,0.23175,0.1
25,227,0.00211,0.1
104,119,0.29218,0.1
10,36,0.01651,0.1
112,192,0.30213,0.1
139,157,0.29098,0.1
25,67,0.18130,0.1
130,174,0.30578,0.1
34,61,0.16616,0.1
148,191,0.26738,0.1
19,87,0.22309,0.1
80,168,0.28950,0.1
125,225,0.29094,0.1
3,22,0.00083,0.1
122,242,0.28942,0.1
71,103,0.26868,0.1
71,174,0.26966,0.1
25,156,0.23218,0.1
17,133,0.28965,0.1
49,99,0.25632,0.1
13,206,0.05589,0.1
107,132,0.31109,0.1
126,198,0.30202,0.1
34,211,0.03723,0.1
108,246,0.27536,0.1
193,206,0.10075,0.1
6,237,0.00016,0.1
16,151,0.25104,0.1
177,234,0.14472,0.1
177,224,0.14473,0.1
152,168,0.25321,0.1
83,114,0.29010,0.1
65,109,0.28095,0.1
81,241,0.21118,0.1
106,134,0.31299,0.1
87,88,0.22797,0.1
53,84,0.21996,0.1
46,136,0.30178,0.1
191,246,0.10774,0.1
224,229,0.00306,0.1
160,251,0.21194,0.1
5,37,0.01651,0.1
5,71,0.18924,0.1
62,97,0.24990,0.1
172,220,0.16718,0.1
122,202,0.30039,0.1
230,252,0.00069,0.1
48,83,0.21583,0.1
29,190,0.11542,0.1
150,244,0.25833,0.1
133,252,0.28959,0.1
128,166,0.31061,0.1
207,225,0.04654,0.1
88,166,0.29898,0.1
190,246,0.11367,0.1
104,248,0.26923,0.1
4,169,0.17456,0.1
104,127,0.30482,0.1
158,196,0.22249,0.1
55,119,0.29457,0.1
35,39,0.02529,0.1
173,227,0.15974,0.1
20,31,0.00421,0.1
19,29,0.00239,0.1
158,246,0.22161,0.1
86,161,0.30191,0.1
178,215,0.14475,0.1
139,254,0.28314,0.1
16,168,0.18153,0.1
225,240,0.00183,0.1
178,250,0.14472,0.1
133,188,0.29876,0.1
174,212,0.15982,0.1
84,167,0.29297,0.1
122,131,0.30312,0.1
151,177,0.25325,0.1
174,206,0.15987,0.1
61,74,0.19858,0.1
3,206,0.05575,0.1
175,247,0.15223,0.1
71,194,0.24120,0.1
161,223,0.20319,0.1
77,113,0.28716,0.1
43,49,0.10143,0.1
231,240,0.00045,0.1
36,134,0.29223,0.1
132,218,0.29177,0.1
99,222,0.25576,0.1
152,240,0.25090,0.1
49,127,0.30154,0.1
39,229,0.02594,0.1
54,218,0.14817,0.1
94,165,0.30452,0.1
26,119,0.28635,0.1
67,208,0.20677,0.1
33,154,0.24471,0.1
186,212,0.12348,0.1
139,155,0.29069,0.1
103,107,0.27390,0.1
62,218,0.17726,0.1
162,198,0.20368,0.1
1,252,0.00004,0.1
1,174,0.15974,0.1
68,187,0.24757,0.1
113,230,0.28036,0.1
153,233,0.24223,0.1
64,78,0.20718,0.1
31,126,0.29194,0.1
120,143,0.31424,0.1
150,194,0.26078,0.1
50,182,0.21089,0.1
61,113,0.28696,0.1
21,90,0.23235,0.1
5,72,0.19368,0.1
60,187,0.23475,0.1
131,159,0.30493,0.1
73,141,0.31535,0.1
134,225,0.28976,0.1
4,208,0.04656,0.1
82,107,0.27722,0.1
121,195,0.30294,0.1
24,36,0.01651,0.1
15,199,0.07962,0.1
13,24,0.00106,0.1
27,106,0.27257,0.1
187,208,0.11883,0.1
48,150,0.28837,0.1
155,187,0.23303,0.1
68,246,0.18542,0.1
0,184,0.12804,0.1
40,162,0.22125,0.1
51,138,0.30577,0.1
162,232,0.20316,0.1
26,191,0.10885,0.1
53,128,0.30376,0.1
153,166,0.24386,0.1
201,223,0.07213,0.1
19,34,0.01071,0.1
210,237,0.03648,0.1
152,179,0.25323,0.1
98,140,0.31893,0.1
155,160,0.23242,0.1
55,214,0.15445,0.1
52,114,0.28899,0.1
99,113,0.28514,0.1
4,173,0.15975,0.1
0,195,0.09356,0.1
16,244,0.00051,0.1
64,250,0.17649,0.1
221,224,0.00496,0.1
24,116,0.28441,0.1
203,245,0.06434,0.1
70,121,0.29847,0.1
58,181,0.23849,0.1
22,197,0.08683,0.1
140,148,0.28811,0.1
55,145,0.30419,0.1
115,203,0.29533,0.1
28,194,0.10256,0.1
110,206,0.29042,0.1
78,238,0.20681,0.1
79,90,0.23316,0.1
27,224,0.00453,0.1
66,127,0.30671,0.1
31,91,0.23241,0.1
32,123,0.29002,0.1
7,152,0.25090,0.1
26,173,0.16065,0.1
155,229,0.23176,0.1
89,148,0.31816,0.1
134,252,0.28959,0.1
17,233,0.00071,0.1
32,184,0.13269,0.1
204,210,0.06434,0.1
42,77,0.20273,0.1
1,249,0.00004,0.1
79,146,0.31597,0.1
1,247,0.00004,0.1
65,126,0.30649,0.1
61,139,0.31213,0.1
152,183,0.25316,0.1
119,253,0.28625,0.1
31,90,0.23241,0.1
188,210,0.11882,0.1
108,152,0.32038,0.1
14,178,0.14491,0.1
92,184,0.28377,0.1
176,251,0.15223,0.1
94,181,0.28823,0.1
105,203,0.28604,0.1
194,216,0.10074,0.1
58,251,0.15975,0.1
23,30,0.00421,0.1
107,138,0.31602,0.1
155,233,0.23175,0.1
122,240,0.28942,0.1
79,138,0.31620,0.1
193,230,0.10073,0.1
137,184,0.29375,0.1
96,138,0.31789,0.1
55,111,0.28357,0.1
137,157,0.29541,0.1
26,54,0.14158,0.1
228,229,0.00106,0.1
106,214,0.27750,0.1
3,155,0.23175,0.1
44,44,0.06852,0.1
118,204,0.29768,0.1
47,76,0.20286,0.1
166,243,0.18840,0.1
1,246,0.00006,0.1
74,218,0.20328,0.1
145,177,0.27428,0.1
36,225,0.01827,0.1
73,129,0.31076,0.1
62,99,0.25676,0.1
235,241,0.00016,0.1
41,198,0.11578,0.1
19,161,0.20342,0.1
148,203,0.26640,0.1
215,250,0.01382,0.1
15,21,0.00067,0.1
41,107,0.27414,0.1
23,129,0.29160,0.1
21,179,0.13874,0.1
17,100,0.25990,0.1
199,241,0.07939,0.1
100,108,0.27813,0.1
184,192,0.12807,0.1
167,182,0.18157,0.1
99,137,0.31775,0.1
34,100,0.26024,0.1
23,204,0.06504,0.1
117,238,0.28437,0.1
81,201,0.24408,0.1
2,38,0.02529,0.1
52,246,0.13030,0.1
47,62,0.17168,0.1
134,183,0.29928,0.1
99,222,0.25576,0.1
180,231,0.13829,0.1
82,230,0.21537,0.1
179,215,0.13832,0.1
26,228,0.00254,0.1
81,117,0.29291,0.1
177,214,0.14476,0.1
53,132,0.30728,0.1
60,119,0.29534,0.1
12,245,0.00022,0.1
32,209,0.04263,0.1
38,79,0.20697,0.1
172,247,0.16715,0.1
101,182,0.29752,0.1
2,65,0.17647,0.1
58,126,0.30564,0.1
143,208,0.27711,0.1
139,185,0.28967,0.1
131,205,0.29610,0.1
73,171,0.27535,0.1
155,214,0.23207,0.1
83,236,0.21513,0.1
112,175,0.30963,0.1
89,244,0.22784,0.1
126,218,0.29281,0.1
2,196,0.09356,0.1
200,243,0.07939,0.1
52,103,0.26841,0.1
97,246,0.24779,0.1
62,102,0.26873,0.1
53,71,0.18960,0.1
24,238,0.00120,0.1
9,132,0.29076,0.1
74,113,0.28718,0.1
2,215,0.01382,0.1
162,208,0.20351,0.1
167,190,0.18160,0.1
52,232,0.13057,0.1
141,221,0.27977,0.1
63,233,0.17164,0.1
51,212,0.13636,0.1
156,207,0.23244,0.1
139,223,0.28335,0.1
61,62,0.17150,0.1
27,78,0.20676,0.1
206,245,0.05575,0.1
122,148,0.31445,0.1
61,243,0.16618,0.1
152,243,0.25090,0.1
1,122,0.28940,0.1
80,200,0.24729,0.1
56,219,0.15571,0.1
166,187,0.18876,0.1
49,119,0.29280,0.1
138,250,0.28604,0.1
13,69,0.18539,0.1
107,164,0.31473,0.1
14,109,0.27536,0.1
141,154,0.28506,0.1
5,70,0.18924,0.1
49,94,0.24399,0.1
97,243,0.24780,0.1
0,32,0.00670,0.1
91,109,0.28019,0.1
17,165,0.18861,0.1
6,132,0.29075,0.1
94,96,0.24814,0.1
90,148,0.31874,0.1
25,185,0.12420,0.1
53,95,0.24418,0.1
40,118,0.28896,0.1
10,215,0.01394,0.1
101,221,0.26142,0.1
187,195,0.11882,0.1
115,208,0.29191,0.1
59,88,0.22894,0.1
24,33,0.00670,0.1
93,232,0.23742,0.1
101,157,0.31657,0.1
70,76,0.20256,0.1
64,82,0.21569,0.1
111,199,0.29538,0.1
201,206,0.07213,0.1
107,140,0.31743,0.1
19,104,0.26924,0.1
148,209,0.26559,0.1
142,181,0.28533,0.1
202,247,0.07213,0.1
137,211,0.28804,0.1
63,148,0.30827,0.1
77,92,0.23839,0.1
130,189,0.30264,0.1
57,242,0.15124,0.1
7,233,0.00033,0.1
24,148,0.26462,0.1
44,186,0.17138,0.1
141,160,0.28609,0.1
173,247,0.15974,0.1
108,109,0.27534,0.1
89,250,0.22781,0.1
195,195,0.09356,0.1
151,198,0.25270,0.1
29,45,0.06852,0.1
4,171,0.16716,0.1
10,178,0.14480,0.1
46,161,0.24389,0.1
175,201,0.15235,0.1
18,27,0.00148,0.1
75,176,0.27111,0.1
224,229,0.00306,0.1
8,249,0.00008,0.1
71,116,0.29290,0.1
128,242,0.29148,0.1
15,245,0.00035,0.1
81,88,0.22832,0.1
153,225,0.24227,0.1
127,149,0.31084,0.1
56,98,0.25675,0.1
33,221,0.01158,0.1
95,158,0.31279,0.1
42,129,0.29813,0.1
156,168,0.23291,0.1
78,205,0.23310,0.1
77,115,0.29022,0.1
1,75,0.19823,0.1
121,202,0.29977,0.1
159,203,0.21249,0.1
121,140,0.31161,0.1
54,87,0.22411,0.1
3,150,0.25832,0.1
17,28,0.00239,0.1
198,209,0.08617,0.1
12,106,0.27250,0.1
99,173,0.30164,0.1
23,51,0.11676,0.1
27,249,0.00152,0.1
109,143,0.31912,0.1
159,167,0.21244,0.1
53,191,0.20316,0.1
119,207,0.29466,0.1
192,226,0.10774,0.1
20,33,0.00670,0.1
110,115,0.28416,0.1
44,174,0.20109,0.1
58,78,0.20729,0.1
88,169,0.29447,0.1
149,166,0.26127,0.1
38,195,0.11326,0.1
99,101,0.26052,0.1
79,221,0.20913,0.1
130,157,0.30786,0.1
6,124,0.29066,0.1
150,194,0.26078,0.1
37,74,0.19836,0.1
9,28,0.00239,0.1
5,246,0.00008,0.1
102,175,0.30439,0.1
33,181,0.13741,0.1
9,40,0.03719,0.1
205,211,0.05575,0.1
126,140,0.30552,0.1
116,239,0.28436,0.1
31,100,0.26003,0.1
154,159,0.24346,0.1
16,132,0.29081,0.1
5,46,0.08519,0.1
13,102,0.26493,0.1
131,163,0.30467,0.1
178,235,0.14472,0.1
17,142,0.27957,0.1
142,182,0.28533,0.1
97,239,0.24780,0.1
75,172,0.27764,0.1
146,241,0.26996,0.1
151,152,0.25090,0.1
87,204,0.25022,0.1
17,56,0.15118,0.1
15,214,0.01983,0.1
97,141,0.31980,0.1
27,106,0.27257,0.1
173,198,0.15989,0.1
194,217,0.10074,0.1
119,215,0.28881,0.1
35,50,0.11677,0.1
135,192,0.29563,0.1
151,232,0.25091,0.1
99,151,0.31982,0.1
40,229,0.03783,0.1
136,139,0.29124,0.1
136,183,0.29667,0.1
173,239,0.15974,0.1
6,164,0.19564,0.1
149,241,0.25833,0.1
209,227,0.03648,0.1
50,79,0.20738,0.1
120,171,0.31213,0.1
222,227,0.00496,0.1
141,205,0.28245,0.1
68,192,0.24201,0.1
33,175,0.15646,0.1
217,222,0.01000,0.1
18,121,0.28791,0.1
55,124,0.30220,0.1
39,153,0.25151,0.1
28,107,0.27261,0.1
179,240,0.13829,0.1
92,142,0.31941,0.1
26,241,0.00158,0.1
96,142,0.31980,0.1
28,40,0.03719,0.1
10,20,0.00067,0.1
14,213,0.01983,0.1
170,173,0.17465,0.1
48,125,0.29961,0.1
76,81,0.21132,0.1
58,190,0.22751,0.1
11,130,0.29151,0.1
109,142,0.31812,0.1
40,232,0.03760,0.1
5,130,0.29149,0.1
8,133,0.28959,0.1
145,196,0.27326,0.1
127,160,0.31159,0.1
14,147,0.26440,0.1
45,235,0.06866,0.1
61,144,0.31052,0.1
21,99,0.25414,0.1
101,221,0.26142,0.1
214,234,0.01955,0.1
168,184,0.18158,0.1
14,194,0.10095,0.1
195,214,0.09356,0.1
25,241,0.00116,0.1
152,216,0.25126,0.1
183,207,0.12808,0.1
31,87,0.22314,0.1
177,184,0.14477,0.1
72,157,0.29828,0.1
121,166,0.31414,0.1
16,152,0.25104,0.1
78,178,0.27261,0.1
150,224,0.25842,0.1
98,173,0.30164,0.1
33,89,0.22790,0.1
94,143,0.32006,0.1
152,227,0.25093,0.1
74,149,0.31194,0.1
27,222,0.00642,0.1
38,253,0.02533,0.1
219,219,0.00714,0.1
101,194,0.28916,0.1
46,250,0.08522,0.1
58,240,0.15979,0.1
115,148,0.31867,0.1
6,252,0.00006,0.1
62,91,0.23361,0.1
96,235,0.24782,0.1
60,94,0.24420,0.1
28,63,0.17147,0.1
0,73,0.19368,0.1
62,135,0.31253,0.1
14,41,0.03719,0.1
189,202,0.11370,0.1
110,185,0.30397,0.1
85,252,0.21906,0.1
32,169,0.17838,0.1
37,143,0.27899,0.1
12,251,0.00020,0.1
83,122,0.30162,0.1
179,248,0.13829,0.1
202,204,0.07213,0.1
215,237,0.01382,0.1
2,249,0.00004,0.1
159,168,0.21244,0.1
105,167,0.31164,0.1
12,33,0.00670,0.1
171,188,0.16732,0.1
157,212,0.22195,0.1
169,192,0.17479,0.1
142,156,0.28558,0.1
38,214,0.04371,0.1
160,246,0.21194,0.1
91,153,0.31505,0.1
86,87,0.22308,0.1
45,203,0.12240,0.1
151,190,0.25304,0.1
115,132,0.30812,0.1
58,81,0.21177,0.1
123,194,0.30422,0.1
147,223,0.26443,0.1
48,85,0.21990,0.1
32,86,0.22318,0.1
161,214,0.20333,0.1
150,190,0.26097,0.1
49,220,0.10685,0.1
25,199,0.08025,0.1
175,216,0.15227,0.1
11,31,0.00421,0.1
15,201,0.07237,0.1
183,213,0.12806,0.1
224,226,0.00306,0.1
120,136,0.30849,0.1
22,37,0.01651,0.1
132,193,0.29974,0.1
67,213,0.19207,0.1
149,166,0.26127,0.1
186,220,0.12347,0.1
82,196,0.25630,0.1
174,221,0.15976,0.1
197,251,0.08617,0.1
154,244,0.24223,0.1
53,66,0.18156,0.1
40,206,0.08810,0.1
34,49,0.10142,0.1
173,177,0.15981,0.1
108,249,0.27535,0.1
212,227,0.02718,0.1
155,184,0.23306,0.1
189,241,0.11367,0.1
127,222,0.29213,0.1
112,222,0.28130,0.1
6,227,0.00108,0.1
41,137,0.29288,0.1
51,64,0.17672,0.1
11,42,0.05215,0.1
55,246,0.14162,0.1
121,197,0.30187,0.1
63,236,0.17156,0.1
72,119,0.29583,0.1
111,214,0.28240,0.1
48,90,0.23356,0.1
49,201,0.15589,0.1
72,92,0.23853,0.1
202,224,0.07213,0.1
147,182,0.26776,0.1
18,26,0.00148,0.1
96,130,0.31137,0.1
68,197,0.23100,0.1
100,222,0.26142,0.1
25,70,0.18925,0.1
174,193,0.15989,0.1
40,89,0.22832,0.1
42,157,0.24396,0.1
157,177,0.22259,0.1
27,54,0.14158,0.1
40,118,0.28896,0.1
7,235,0.00018,0.1
60,97,0.24992,0.1
164,214,0.19577,0.1
224,244,0.00306,0.1
161,208,0.20351,0.1
13,142,0.27951,0.1
17,148,0.26443,0.1
13,154,0.24229,0.1
23,98,0.25415,0.1
73,218,0.19886,0.1
102,178,0.30272,0.1
70,200,0.23049,0.1
103,198,0.28857,0.1
37,200,0.09283,0.1
83,150,0.31516,0.1
233,245,0.00031,0.1
56,77,0.20285,0.1
153,230,0.24224,0.1
2,133,0.28959,0.1
92,216,0.24258,0.1
79,83,0.21526,0.1
52,109,0.28029,0.1
115,148,0.31867,0.1
220,231,0.00714,0.1
22,243,0.00093,0.1
44,120,0.29304,0.1
178,209,0.14479,0.1
67,131,0.31167,0.1
13,239,0.00026,0.1
55,124,0.30220,0.1
39,123,0.29166,0.1
28,53,0.13026,0.1
170,178,0.17472,0.1
191,202,0.10776,0.1
141,237,0.27948,0.1
121,212,0.29256,0.1
112,182,0.30650,0.1
41,204,0.09593,0.1
77,206,0.22943,0.1
106,217,0.27507,0.1
117,205,0.29500,0.1
104,204,0.28604,0.1
57,237,0.15127,0.1
167,177,0.18154,0.1
77,246,0.20238,0.1
205,247,0.05575,0.1
70,95,0.24403,0.1
43,242,0.05224,0.1
71,75,0.19837,0.1
15,207,0.04679,0.1
37,63,0.17153,0.1
195,245,0.09356,0.1
18,165,0.18868,0.1
22,222,0.00578,0.1
85,155,0.30932,0.1
167,199,0.18158,0.1
82,103,0.26830,0.1
19,189,0.11406,0.1
168,225,0.18131,0.1
130,159,0.30778,0.1
178,235,0.14472,0.1
101,130,0.31054,0.1
164,228,0.19564,0.1
167,191,0.18160,0.1
14,121,0.28789,0.1
5,127,0.29146,0.1
77,141,0.31638,0.1
110,123,0.29619,0.1
51,195,0.18353,0.1
36,81,0.21130,0.1
191,218,0.10775,0.1
53,186,0.21351,0.1
10,197,0.08626,0.1
58,77,0.20282,0.1
110,191,0.30102,0.1
149,237,0.25833,0.1
97,142,0.31980,0.1
181,240,0.13284,0.1
103,199,0.28682,0.1
88,128,0.30767,0.1
135,202,0.29348,0.1
64,241,0.17652,0.1
133,245,0.28959,0.1
35,124,0.29175,0.1
18,77,0.20236,0.1
46,245,0.08524,0.1
99,109,0.27876,0.1
74,244,0.19828,0.1
88,213,0.23591,0.1
0,66,0.18129,0.1
114,151,0.31918,0.1
199,222,0.07939,0.1
214,237,0.01955,0.1
168,252,0.18130,0.1
194,252,0.10073,0.1
119,175,0.31057,0.1
177,241,0.14472,0.1
21,33,0.00670,0.1
71,109,0.28098,0.1
32,151,0.25318,0.1
52,214,0.14370,0.1
72,152,0.30876,0.1
55,127,0.30453,0.1
14,18,0.00053,0.1
179,188,0.13834,0.1
59,158,0.28641,0.1
73,142,0.31535,0.1
119,184,0.30741,0.1
16,77,0.20236,0.1
126,137,0.30388,0.1
31,102,0.26509,0.1
54,138,0.30920,0.1
171,198,0.16734,0.1
77,108,0.28091,0.1
39,169,0.18894,0.1
201,229,0.07213,0.1
47,54,0.14166,0.1
35,64,0.17652,0.1
4,145,0.26996,0.1
47,71,0.18960,0.1
31,210,0.04035,0.1
24,62,0.17147,0.1
59,243,0.15979,0.1
35,129,0.29292,0.1
52,107,0.27697,0.1
109,214,0.28010,0.1
38,89,0.22817,0.1
44,67,0.18155,0.1
40,198,0.11578,0.1
139,248,0.28314,0.1
66,93,0.23867,0.1
115,153,0.31908,0.1
23,114,0.28249,0.1
103,239,0.26496,0.1
19,242,0.00063,0.1
61,240,0.16618,0.1
130,149,0.30647,0.1
79,125,0.30462,0.1
118,219,0.28758,0.1
164,192,0.19608,0.1
110,175,0.30901,0.1
132,165,0.30448,0.1
103,127,0.30550,0.1
100,102,0.26562,0.1
65,239,0.17652,0.1
109,187,0.30196,0.1
31,149,0.25965,0.1
35,252,0.01075,0.1
70,88,0.22871,0.1
82,211,0.22736,0.1
110,119,0.29008,0.1
4,191,0.10776,0.1
5,141,0.27948,0.1
70,248,0.18926,0.1
222,227,0.00496,0.1
136,179,0.29714,0.1
148,245,0.26432,0.1
140,146,0.28715,0.1
32,73,0.19373,0.1
34,178,0.15169,0.1
111,122,0.29619,0.1
30,113,0.28046,0.1
78,232,0.20696,0.1
173,230,0.15974,0.1
231,243,0.00045,0.1
39,124,0.29317,0.1
125,223,0.29112,0.1
37,121,0.28922,0.1
22,158,0.22197,0.1
129,161,0.30761,0.1
72,121,0.29853,0.1
137,150,0.29341,0.1
73,126,0.30717,0.1
105,198,0.29138,0.1
127,249,0.29147,0.1
67,123,0.30116,0.1
131,242,0.29076,0.1
94,164,0.30644,0.1
155,234,0.23175,0.1
131,193,0.29974,0.1
182,242,0.13284,0.1
84,218,0.22348,0.1
134,254,0.28959,0.1
141,192,0.28457,0.1
213,249,0.01955,0.1
23,47,0.08519,0.1
130,155,0.30780,0.1
31,65,0.17649,0.1
4,217,0.01002,0.1
66,199,0.22433,0.1
145,189,0.27374,0.1
57,97,0.24992,0.1
103,144,0.32027,0.1
30,110,0.27810,0.1
2,75,0.19823,0.1
99,117,0.29112,0.1
112,227,0.28044,0.1
105,146,0.32052,0.1
42,75,0.19857,0.1
118,183,0.30741,0.1
36,148,0.26910,0.1
26,201,0.07336,0.1
213,225,0.01955,0.1
97,248,0.24778,0.1
81,184,0.26819,0.1
116,133,0.30917,0.1
116,131,0.30719,0.1
4,232,0.00047,0.1
63,85,0.21983,0.1
68,163,0.28423,0.1
168,192,0.18160,0.1
107,117,0.28843,0.1
188,213,0.11881,0.1
69,213,0.19594,0.1
169,169,0.17455,0.1
88,254,0.22781,0.1
80,181,0.27018,0.1
111,166,0.31451,0.1
57,201,0.19633,0.1
69,123,0.30126,0.1
65,189,0.23896,0.1
55,254,0.14161,0.1
41,230,0.03783,0.1
25,76,0.20236,0.1
63,135,0.31253,0.1
113,251,0.28021,0.1
146,178,0.27428,0.1
72,178,0.26516,0.1
102,207,0.27806,0.1
46,210,0.11433,0.1
135,238,0.28803,0.1
50,218,0.12398,0.1
17,115,0.28246,0.1
62,130,0.30950,0.1
10,231,0.00057,0.1
162,221,0.20321,0.1
70,247,0.18926,0.1
106,115,0.28558,0.1
165,220,0.18844,0.1
13,28,0.00239,0.1
120,219,0.28912,0.1
111,197,0.29677,0.1
115,137,0.31327,0.1
21,127,0.29154,0.1
138,230,0.28609,0.1
38,203,0.08583,0.1
101,150,0.32079,0.1
34,219,0.01768,0.1
58,182,0.23849,0.1
111,126,0.30279,0.1
77,162,0.29424,0.1
45,224,0.07109,0.1
172,175,0.16723,0.1
136,237,0.28803,0.1
20,178,0.14516,0.1
31,252,0.00425,0.1
110,153,0.31983,0.1
57,158,0.28327,0.1
50,113,0.28575,0.1
83,170,0.28873,0.1
174,216,0.15978,0.1
87,136,0.31635,0.1
27,126,0.29163,0.1
204,248,0.06434,0.1
10,248,0.00016,0.1
17,117,0.28437,0.1
193,238,0.10073,0.1
116,213,0.28820,0.1
96,197,0.27681,0.1
161,222,0.20321,0.1
111,128,0.30279,0.1
50,95,0.24411,0.1
46,134,0.30222,0.1
49,86,0.22404,0.1
117,242,0.28436,0.1
15,118,0.28626,0.1
34,170,0.18067,0.1
86,233,0.22321,0.1
13,184,0.12815,0.1
181,241,0.13284,0.1
63,162,0.28190,0.1
167,201,0.18157,0.1
110,181,0.30567,0.1
95,153,0.31696,0.1
6,222,0.00498,0.1
69,100,0.26303,0.1
3,79,0.20674,0.1
72,198,0.23725,0.1
2,109,0.27534,0.1
117,184,0.30699,0.1
31,122,0.28979,0.1
72,119,0.29583,0.1
155,200,0.23279,0.1
61,193,0.22463,0.1
194,213,0.10074,0.1
92,219,0.24001,0.1
177,251,0.14472,0.1
122,233,0.28945,0.1
149,151,0.25906,0.1
124,249,0.29067,0.1
93,111,0.28320,0.1
2,220,0.00714,0.1
7,133,0.28959,0.1
131,135,0.29453,0.1
191,224,0.10774,0.1
45,127,0.29863,0.1
15,59,0.15973,0.1
99,233,0.25422,0.1
76,165,0.28843,0.1
112,165,0.31475,0.1
195,252,0.09356,0.1
73,179,0.26218,0.1
182,210,0.13288,0.1
64,202,0.21664,0.1
44,143,0.29113,0.1
32,38,0.02529,0.1
56,247,0.15120,0.1
124,154,0.31390,0.1
63,80,0.21170,0.1
54,220,0.14629,0.1
10,30,0.00421,0.1
20,89,0.22781,0.1
28,188,0.12052,0.1
77,127,0.30742,0.1
75,245,0.19826,0.1
128,161,0.31129,0.1
156,165,0.23284,0.1
2,7,0.00002,0.1
106,159,0.31703,0.1
188,233,0.11880,0.1
69,148,0.31106,0.1
138,149,0.29341,0.1
25,117,0.28441,0.1
102,245,0.26494,0.1
62,239,0.17152,0.1
53,62,0.17165,0.1
84,180,0.27699,0.1
13,118,0.28625,0.1
26,76,0.20237,0.1
34,44,0.06852,0.1
98,232,0.25427,0.1
80,94,0.24366,0.1
49,242,0.10149,0.1
101,225,0.26045,0.1
11,250,0.00016,0.1
123,228,0.28958,0.1
151,178,0.25325,0.1
3,89,0.22780,0.1
109,228,0.27560,0.1
64,104,0.27365,0.1
80,227,0.21162,0.1
59,183,0.23576,0.1
55,185,0.22109,0.1
130,168,0.30686,0.1
15,225,0.00211,0.1
24,76,0.20236,0.1
6,219,0.00716,0.1
15,239,0.00039,0.1
92,103,0.26747,0.1
163,172,0.19593,0.1
13,41,0.03719,0.1
81,237,0.21120,0.1
76,191,0.25366,0.1
86,229,0.22338,0.1
135,227,0.28811,0.1
55,134,0.30901,0.1
13,88,0.22780,0.1
5,21,0.00067,0.1
62,181,0.24588,0.1
18,162,0.20342,0.1
49,248,0.10144,0.1
74,189,0.25361,0.1
122,226,0.28970,0.1
196,254,0.09356,0.1
49,210,0.12909,0.1
199,234,0.07939,0.1
47,149,0.28385,0.1
38,55,0.14163,0.1
106,203,0.28844,0.1
181,245,0.13284,0.1
173,208,0.15986,0.1
227,227,0.00106,0.1
105,208,0.28154,0.1
205,216,0.05575,0.1
59,186,0.23314,0.1
63,85,0.21983,0.1
16,73,0.19368,0.1
68,91,0.23349,0.1
46,209,0.11433,0.1
25,224,0.00411,0.1
75,221,0.20074,0.1
86,201,0.25340,0.1
101,139,0.31872,0.1
20,120,0.28792,0.1
91,134,0.31538,0.1
241,249,0.00010,0.1
100,239,0.25992,0.1
107,128,0.30418,0.1
92,181,0.28536,0.1
52,89,0.22897,0.1
13,146,0.27000,0.1
43,177,0.17840,0.1
140,176,0.29056,0.1
23,188,0.11939,0.1
124,209,0.29594,0.1
175,192,0.15234,0.1
83,253,0.21508,0.1
44,248,0.06855,0.1
104,219,0.27116,0.1
6,253,0.00006,0.1
155,157,0.23214,0.1
17,239,0.00051,0.1
94,143,0.32006,0.1
87,212,0.23472,0.1
221,253,0.00496,0.1
37,172,0.17690,0.1
201,227,0.07213,0.1
96,120,0.29756,0.1
190,204,0.11370,0.1
11,56,0.15118,0.1
26,185,0.12450,0.1
204,235,0.06434,0.1
138,244,0.28604,0.1
46,123,0.29632,0.1
39,116,0.28607,0.1
58,231,0.16000,0.1
42,134,0.29762,0.1
129,181,0.30407,0.1
224,233,0.00306,0.1
144,156,0.27971,0.1
133,218,0.29051,0.1
33,105,0.26950,0.1
29,65,0.17648,0.1
111,159,0.31740,0.1
118,241,0.28626,0.1
81,206,0.23676,0.1
25,183,0.12877,0.1
53,207,0.16211,0.1
128,214,0.29407,0.1
32,70,0.18929,0.1
27,149,0.25879,0.1
7,57,0.15118,0.1
